mean_letter_height,std_letter_height,mean_letter_width,std_letter_width,letter_height_cv,proportion_consistency_std,letter_spacing,word_spacing,stroke_length_total,corner_count,corner_density,num_components,total_ink_area,component_density,horizontal_regularity_baseline_std,vertical_regularity_height_std,margin_alignment_std,slant_angle_deg,label,source
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1003.5429758504246,5,0.00701262271106224,1,713.0,0.001402524542212448,0.0,0.0,0.0,-30.85259437561035,0,Gambo
17.0,13.0,20.0,10.0,0.7647058373702448,0.7499997041667441,-20.0,-20.0,1164.5980494304206,5,0.007002801110640335,2,714.0,0.002801120444256134,0.13211931973500884,13.0,5.0,118.3952407836914,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,898.5071181234013,5,0.006738544465311935,1,742.0,0.001347708893062387,0.0,0.0,0.0,-32.659912109375,0,Gambo
18.5,11.5,18.5,11.5,0.6216215880204546,5.476189512965135e-08,-17.0,-17.0,1123.5237035166235,7,0.009749303607591499,2,718.0,0.002785515316454714,0.11058543015529057,11.5,6.5,104.0153579711914,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1035.56401581626,6,0.010489510471172185,1,572.0,0.0017482517451953641,0.0,0.0,0.0,127.47584533691406,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1135.6566539524333,7,0.011363636345188902,1,616.0,0.0016233766207412717,0.0,0.0,0.0,31.96113395690918,0,Gambo
18.0,10.0,20.0,8.0,0.5555555246913597,0.24999992410715405,-20.0,-20.0,913.6808924907252,5,0.007541478118338645,2,663.0,0.003016591247335458,0.14748819673955724,10.0,4.0,102.86015319824219,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1045.698374489104,7,0.009234828483859066,1,758.0,0.0013192612119798666,0.0,0.0,0.0,128.82058715820312,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,960.6257743314101,4,0.006568144488393851,1,609.0,0.0016420361220984628,0.0,0.0,0.0,-44.918067932128906,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,882.6964914019321,5,0.006830601083564753,1,732.0,0.0013661202167129505,0.0,0.0,0.0,124.50862884521484,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,931.5803139574804,5,0.007621951207893367,1,656.0,0.0015243902415786733,0.0,0.0,0.0,64.21107482910156,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1200.527428818725,6,0.008086253358374321,1,742.0,0.001347708893062387,0.0,0.0,0.0,48.570865631103516,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,984.7520268435426,5,0.006476683929434348,1,772.0,0.0012953367858868695,0.0,0.0,0.0,68.01527404785156,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1069.7218454691376,8,0.01089918254645888,1,734.0,0.00136239781830736,0.0,0.0,0.0,119.71707916259766,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,909.7610468056351,5,0.006693440419419759,1,747.0,0.0013386880838839516,0.0,0.0,0.0,50.940635681152344,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1019.5834604320397,6,0.010016694474095669,1,599.0,0.0016694490790159448,0.0,0.0,0.0,134.42999267578125,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1072.6308209955846,8,0.01331114806437413,1,601.0,0.0016638935080467662,0.0,0.0,0.0,123.9906997680664,0,Gambo
19.0,11.0,17.0,13.0,0.5789473379501401,0.25000001458332993,-15.0,-15.0,1060.6724164570744,6,0.007782101157221659,2,771.0,0.0025940337190738863,0.07668350897813517,11.0,7.5,126.54209899902344,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1046.6419393226884,6,0.007604562728004357,1,789.0,0.0012674271213340593,0.0,0.0,0.0,118.86842346191406,0,Gambo
17.5,11.5,21.0,8.0,0.6571428195918388,0.5833331700191865,-20.0,-20.0,1243.6202437733978,9,0.016853932552707993,2,534.0,0.0037453183450462204,0.14952919908994514,11.5,4.5,53.138179779052734,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1071.674369376001,7,0.009433962251436709,1,742.0,0.001347708893062387,0.0,0.0,0.0,122.32329559326172,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1060.5636586356268,5,0.006640106232881665,1,753.0,0.0013280212465763331,0.0,0.0,0.0,133.86651611328125,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1141.5590188838867,7,0.010638297856172799,1,658.0,0.0015197568365961141,0.0,0.0,0.0,133.9818878173828,0,Gambo
19.5,9.5,21.0,8.0,0.487179462195925,0.14999995224138524,-20.0,-20.0,1066.6380476359175,5,0.007142857132653061,2,700.0,0.0028571428530612245,0.1385212489374292,9.5,4.5,-42.4190559387207,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,991.6403031330743,6,0.009077155810775861,1,661.0,0.001512859301795977,0.0,0.0,0.0,133.2215576171875,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1089.5878095531789,6,0.008152173901967156,1,736.0,0.001358695650327859,0.0,0.0,0.0,36.45703887939453,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1035.6597577986909,7,0.010071942431551162,1,695.0,0.0014388489187930232,0.0,0.0,0.0,118.13227844238281,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1007.545295348746,5,0.007320644205972703,1,683.0,0.0014641288411945405,0.0,0.0,0.0,105.755615234375,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1109.5291153729106,7,0.009655172400475625,1,725.0,0.0013793103429250893,0.0,0.0,0.0,108.0270004272461,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1158.5778461196248,7,0.009790209776517188,1,715.0,0.0013986013966453127,0.0,0.0,0.0,-25.548847198486328,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1037.6457757434334,5,0.006711409386964551,1,745.0,0.0013422818773929101,0.0,0.0,0.0,122.55724334716797,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1000.6577014960534,5,0.006553079938986789,1,763.0,0.0013106159877973578,0.0,0.0,0.0,113.89692687988281,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,959.4664439573037,6,0.008462623401322112,1,709.0,0.0014104372335536851,0.0,0.0,0.0,-34.06499099731445,0,Gambo
19.5,9.5,20.0,9.0,0.487179462195925,0.0499999622413842,-22.0,-22.0,1111.5949501216412,5,0.007112375523310988,2,703.0,0.0028449502093243952,0.05291353742047269,9.5,3.5,55.17854309082031,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1002.6634160186245,6,0.00867052021868422,1,692.0,0.0014450867031140366,0.0,0.0,0.0,101.45639038085938,0,Gambo
18.5,10.5,18.5,10.5,0.5675675368882412,4.5258613412535453e-08,-18.0,-18.0,952.7083226684224,5,0.006934812750437153,2,721.0,0.002773925100174861,0.14823939267309694,10.5,5.5,118.37296295166016,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1124.6294241327203,9,0.014018691566949078,1,642.0,0.0015576323963276753,0.0,0.0,0.0,132.98171997070312,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,984.7341804100332,4,0.00509554139478275,1,785.0,0.0012738853486956875,0.0,0.0,0.0,124.36739349365234,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,965.7666649727009,4,0.004914004907968053,1,814.0,0.0012285012269920132,0.0,0.0,0.0,123.65211486816406,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1017.5514006811715,5,0.006925207746640987,1,722.0,0.0013850415493281973,0.0,0.0,0.0,-41.535980224609375,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,968.5724737642367,4,0.005673758857200342,1,705.0,0.0014184397143000855,0.0,0.0,0.0,-38.83640670776367,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1024.645922555449,5,0.007299270062336832,1,685.0,0.0014598540124673663,0.0,0.0,0.0,111.88204193115234,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1032.6279238310603,6,0.008608321364980888,1,697.0,0.0014347202274968146,0.0,0.0,0.0,116.60462951660156,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,986.6076872837428,6,0.008152173901967156,1,736.0,0.001358695650327859,0.0,0.0,0.0,124.48638916015625,0,Gambo
18.0,12.0,18.5,11.5,0.6666666296296316,0.08333325277779341,-17.0,-17.0,1108.6305319986589,8,0.010869565202622873,2,736.0,0.002717391300655718,0.10744903942775945,12.0,6.5,56.49596405029297,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,923.642025203284,3,0.0037313432789411152,1,804.0,0.0012437810929803717,0.0,0.0,0.0,128.53958129882812,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1222.564863757817,9,0.014399999976960001,1,625.0,0.00159999999744,0.0,0.0,0.0,120.83848571777344,0,Gambo
19.0,11.0,17.5,12.5,0.5789473379501401,0.18750002239582897,-16.0,-16.0,1003.752499605452,4,0.0052562417802151885,2,761.0,0.0026281208901075943,0.10936343820523617,11.0,7.0,106.44876861572266,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1012.7168843396234,4,0.005215123852392277,1,767.0,0.0013037809630980692,0.0,0.0,0.0,119.40635681152344,0,Gambo
19.0,10.0,17.5,11.5,0.5263157617728547,0.16666668646232086,-20.0,-20.0,1049.629540439038,5,0.007309941509780787,2,684.0,0.002923976603912315,0.059238076907763566,10.0,4.5,55.733802795410156,0,Gambo
18.5,11.5,21.5,8.5,0.6216215880204546,0.4285713125850524,-20.0,-20.0,1144.6133799304812,8,0.011220196337699584,2,713.0,0.002805049084424896,0.0821955848114082,11.5,5.0,-44.615596771240234,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,913.7168701640276,4,0.005434782601311436,1,736.0,0.001358695650327859,0.0,0.0,0.0,128.7362060546875,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1038.6906631072877,6,0.007884362670322782,1,761.0,0.0013140604450537971,0.0,0.0,0.0,127.48236083984375,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1070.6036676692809,6,0.00943396224931767,1,636.0,0.001572327041552945,0.0,0.0,0.0,128.2049560546875,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1068.6187193530561,6,0.009049773742006375,1,663.0,0.001508295623667729,0.0,0.0,0.0,-43.85133743286133,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1028.6299596610725,5,0.006631299725953183,1,754.0,0.0013262599451906367,0.0,0.0,0.0,78.48258972167969,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,982.6702288770613,5,0.006821282391785427,1,733.0,0.0013642564783570854,0.0,0.0,0.0,84.80424499511719,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,813.7461321778944,3,0.0043103448213931824,1,696.0,0.001436781607131061,0.0,0.0,0.0,111.76439666748047,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1097.6582746261615,6,0.008042895431577888,1,746.0,0.001340482571929648,0.0,0.0,0.0,120.55200958251953,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1316.5094356965237,9,0.013452914778097288,1,669.0,0.0014947683086774764,0.0,0.0,0.0,-14.438817977905273,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,864.6898977713224,6,0.008982035914697551,1,668.0,0.0014970059857829252,0.0,0.0,0.0,126.68318939208984,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1131.625173611956,7,0.009845288312453885,1,711.0,0.0014064697589219835,0.0,0.0,0.0,130.1096649169922,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,939.5836573560796,5,0.006830601083564753,1,732.0,0.0013661202167129505,0.0,0.0,0.0,30.73235321044922,0,Gambo
29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,930.5160840562565,5,0.006906077338527518,1,724.0,0.0013812154677055035,0.0,0.0,0.0,22.56078338623047,0,Gambo
30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1076.6756194078941,7,0.009497964708957985,1,737.0,0.0013568521012797122,0.0,0.0,0.0,113.59292602539062,0,Gambo
28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,909.6215411181086,4,0.005917159754560415,1,676.0,0.0014792899386401037,0.0,0.0,0.0,29.834196090698242,0,Gambo
